AwardNumber,Program(s),PrincipalInvestigator,Title,StartDate,Abstract
2235042,CCRI-CISE Cmnty Rsrch Infrstrc,Mark Yim,"Collaborative Research : CCRI : Grand : Quori 2.0 : Uniting , Broadening , and Sustaining a Research Community Around a Modular Social Robot Platform",4/1/23,"Quori 2.0 : Uniting , Broadening , and Sustaining a Research Community Around a Modular Social Robot Platform < br/ > < br/ > One important challenge for robotics research is the lack of a common robotics platform . Researchers use robots with different shapes , sizes , sensors , and capabilities . This makes it hard to compare results . To address this challenge , this project will build fifty humanoid robots ( called `` Quori '' ) . Selected research teams across the United States will receive one of these robots and shared software for building a shared infrastructure . This will create a standardized community robotics infrastructure . The researchers who use the Quori robots will connect through online collaboration tools . They will also attend events and trainings for researchers to work together . This will create a community of roboticists who can learn from each other and share ideas . The expected result is the rapid advancement of U.S. robotics research . The project will include new teams of robotics researchers from diverse institutions . Researchers experienced with Quori will mentor the new team members selected . The goal is to grow and diversify robotics and STEM research . This project will speed up the pace of research in robotics and Human-Robot Interaction ( HRI ) . < br/ > < br/ > A goal of this project is to create a common hardware/software platform for HRI research . Another goal is to build a community of researchers around this platform . This approach was inspired by similar prior research using another robotic platform and the now very popular Robot Operating System ( ROS ) . This project uses lessons learned from the development of ten Quori prototype robots . A small selection of U.S. research teams received these ten Quori robots to use and test . One aim of this work is to improve the design of the robot by enhancing the software drivers . A second aim is to improve the robot 's perception , expression , and mobility algorithms . These changes will make it easier to manufacture Quori robots at scale . A third aim is to grow the robotics research community . The project will use a wide range of selection criteria to distribute the robots . This includes university types , locations , and researcher characteristics ( e.g. , career stage , roles ) . The selected research teams will receive onboarding and training . They will join community communication tools . There will be resources provided for developing reproducible studies using the Quori robots . A community governance and engagement structure will support the sustainability of the project. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2320678,Smart and Connected Health,Tauhidur Rahman,Collaborative Research : SCH : Psychophysiological sensing to enhance mindfulness-based interventions for self-regulation of opioid cravings,1/1/23,"Opioid use disorder ( OUD ) is a chronic condition and a leading public health problem in the U.S . The risk of overdose is particularly high following a period of abstinence leading to drug-related deaths . OUD includes physical dependency and neural adaptations in brain circuits of reward and motivation , self-regulation , and stress reactivity that can persist years after drug discontinuation . Substance craving is one of the primary causes of OUD patient 's relapse . Studies have shown psychological cues such as stress , anxiety , and arousal can precipitate the cultivation of drug craving . Research has found that mindfulness-based strategies reduce cravings , psychological cues and prevent relapse . Mindfulness-based interventions ( MBIs ) bring about clinically relevant changes to physiological arousal , stress , and addictive behavior through cognitive behavioral skill development . This project focuses on developing and testing innovative technologies to aid sustainable recovery of OUD with wearable and in-home physiological monitoring and generation of adaptive , personalized , and just-in-time MBIs . While the research is focused on OUD , the principle and the outcomes can be expanded to include other substance use disorders . The project includes several education and outreach activities such as machine learning course for medical professionals and annual workshops for middle school girls. < br/ > < br/ > This study focuses on opioid use disorder ( OUD ) , related cognition , and behaviors associated with a ) reward , b ) self-regulation , c ) stress reactivity , d ) opioid craving , e ) physical opioid withdrawal symptoms and MBIs known to be impacted by OUD and post-acute withdrawal from opioids . In particular , the research tasks focus on there areas . First , effective physiological feature identification and extraction to detect craving that is generalizable across large OUD populations and consider the external factors such as age , gender , drug use habits , etc . Second , development of an effective multi-modal sensing integration approach to capture psychological craving cues ( e.g. , stress , arousal ) from a combination of acoustic and physiological sensing . This will include novel multiple instance ( MIL ) multitask learning based classification techniques that are scalable with near real-time performance . The study will address the fundamental gaps of indoor craving-relevant sensing where only a small fraction of a long signal may convey information relevant to the targeted emotional state/class . The last task will include development of a craving context-aware MBI recommender system that models the dynamic nature of OUD subjects craving-interventions and feedbacks . The system will be formally validated to ensure safety against adverse outcomes . Successful execution of the research will begin to test the effectiveness of integrating passive sensing , adaptive artificial intelligence ( AI ) , and mindfulness interventions on regulating drug craving. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2232554,CCRI-CISE Cmnty Rsrch Infrstrc,EDWARD MALTHOUSE,Collaborative Research : CCRI : New : A Research News Recommender Infrastructure with Live Users for Algorithm and Interface Experimentation,4/15/23,"Machine learning recommender systems personalize users ? experiences online by ranking and selecting items to present based on users ? past behavior . For example , when a user visits an online retailer , the products shown are selected by a recommender system designed to help one find things to buy and to increase the vendors sales . Recommender systems are also behind most online news sources , and they can shape which news people see . Given the importance of recommender systems to individual choice , it is critical for researchers to be able to carry out studies to evaluate different designs and their impact on the users of the system . But conducting such studies is beyond the resources of most researchers . To get meaningful results requires building and sustaining a community of willing users who have given their permission to be studied . As a result , the amount of experimental research ? and specifically experimental research on long-term users of a system ? has plummeted . Almost all such studies are conducted by commercial recommendation platforms and their results are rarely made known to the public . This project is designed to develop a shared news recommender system specifically to enable researchers nationwide to be able to carry out experiments and learn just how different algorithms and interfaces affect users . This should create the knowledge that will allow the community to fully understand the impact of these systems and design new recommender systems that can enhance fairness and equity . When complete , this research infrastructure will support researchers in answering critical questions about how complex and often opaque recommender systems affect user behavior and to test new systems that can improve these systems and their outcomes. < br/ > < br/ > This community-centered project will design and build an experimental news recommender community infrastructure to support research in personalization and recommender systems , AI and machine learning , natural language processing , human-computer interaction , social computing , and other fields that would benefit from the ability to carry out online field experiments with long-term users of a system . The cloud-based software infrastructure includes a pluggable recommendation architecture in which researchers can deploy custom algorithms and interfaces , a feed of news articles starting with those obtained through a partnership with the Associated Press , experiment-support modules including consent , payment , and surveying of subjects , and support for two news interfaces ? first a news digest and then a progressive web news browser . The infrastructure will maintain a set of long-term consented users , provide extensive support to researchers including overarching IRB protocols , training , sample experiments , datasets and metrics , and live support through a researcher support team . It will be governed by a community advisory board drawn from the researcher community with representatives of the content providers and end-users and charged with allocating experiment slots and steering the development and management of the infrastructure . By developing and deploying this research infrastructure , the investigators seek to empower individuals and small groups to study important questions in recommender systems , including questions about how different algorithms and interfaces can alter the diversity of sources and viewpoints represented and provide users with greater understanding and control over the content they explore . The investigators come from five institutions spread across the country and will in turn assemble and train a diverse team to take on this technically challenging and important work. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2313518,HCC-Human-Centered Computing,Grace Leslie,"CAREER : Multimodal Brain and Body Music Interfaces to Promote Entrainment , Connection , and Creative Science Education",4/1/23,"This award is funded in part under the American Rescue Plan Act of 2021 ( Public Law 117-2 ) . < br/ > < br/ > Entrainment is a process in which people ? s natural brain and body rhythms synchronize , through stimuli such as music , which may create feelings of connection and well-being . This project addresses entrainment by building multimodal signal mapping interfaces that mediate interpersonal connections by deriving music from brain and body rhythms . The investigator will integrate sensor hardware and signal processing software to stream live brain and body data , perform calculations to extract signal characteristics , and use this to drive sound synthesis . A series of music cognition and listening experiments study physiological , behavioral , and affective entrainment phenomena , which are expected to result , from a series of multimodal brain music interfaces . A use-case study , developed in consultation with doctors , connects mothers and infants , physically separated by distance , using the multimodal entrainment interface . Mother and infant hear music derived from each other ? s heartbeats and breathing . This study investigates the entrainment created in their body rhythms , and maps health and well-being effects of the virtual connection environment . For researchers , doctors , and caretakers , multimodal brain music interfaces have the potential to expand our scientific understanding of music ? s beneficial effects on the brain and body , which may lead to new health and well-being interventions for adults , children , and infants . This project will result in an open-source tool kit of accessible technologies and STEM learning modules to inspire educators and students to develop projects that further our understanding of brain and body signals . These learning modules will be integrated into a summer research experience -- involving high school students and their teachers -- in which authentic learning encourages students ? training in the scientific method through their natural interest in music . < br/ > < br/ > This project develops and evaluates an interface with new multimodal signal mapping technologies that translate neurophysiological signals ( e.g. , EEG , ECG , EDA , respiration ) into musical sound to promote biological , behavioral , and affective synchrony between individuals and computers by : ( 1 ) engineering sonification techniques that perform real-time signal processing and algorithmic music generation for transforming physiological signals into music ; ( 2 ) investigating the neuropsychological mechanisms that govern auditory neurostimulation and physiological entrainment by designing new rhythmic auditory neurophysiological sonification stimuli and measuring how the human body responds ; and ( 3 ) designing and evaluating a use case that involves co-generating music for infants and their mothers with each other ? s physiological data . Quantitative data will address synchronies in physiology , protocol analysis of video will address behavioral synchronies , and qualitative data will address experiences . These research activities will contribute to an overarching goal of discovering how using computing to pair music and physiology can function as a significant information channel in human-centered computing . One expected use of this channel is to promote human connection and well-being through entrainment. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2146868,HCC-Human-Centered Computing,Nam Wook Kim,Collaborative Research : HCC : Small : Bridging Research and Visualization Design Practice via a Sustainable Knowledge Platform,4/1/23,"This project aims to help align visualization practice with state-of-the-art empirical research around visualization effectiveness . This alignment is critical because a wide range of professionals in sectors including government , business , engineering , and journalism are adopting data visualizations for data analysis connected to social issues . However , their data analysis and visualization work is often not well-informed by empirical research . Designers are often self-taught , while practitioner-focused design guidelines are often not substantiated by empirical evidence of their effectiveness and come from different and sometimes inconsistent sources . Often , those sources are not researchers ; although there have been some efforts to develop research-backed guidelines and visualization tools , on balance , the research community has not made a concerted effort to make its results usable for practitioners . This , in turn , leads to less effective visualizations that can harm both decision-making and public understanding . This project aims to bridge this knowledge gap by building a comprehensive platform for improving access to and learning about effective visualization design and promoting informed , evidence-based design practice. < br/ > < br/ > The project is organized around three research thrusts . The first thrust will explore the knowledge gap by examining the current state of design practice and empirical research . The project will survey the landscape of existing guidelines , collect a dataset of more and less accurate and accessible visualization examples , and analyze overlaps and discrepancies of these guidelines and visualizations with what is known from empirical research studies . This analysis of artifacts will be complemented by interviews with practitioners and researchers that focus on the practices and challenges they have around knowledge transfer . The second thrust will consolidate the data collection and analysis to develop an ontological framework for scaffolding visualization design knowledge , along with a knowledge-based platform where people can browse , discuss , and maintain an evolving list of guidelines , empirical evidence , and relevant visualization examples . The final thrust will go beyond knowledge management to production and dissemination . The project will employ a citizen science approach to investigate the unexplored design space in real-world visualizations that involve design elements absent in typical empirical studies . The platform will also provide a programming interface to enable novel external applications such as intelligent design assistants and educational assessment tools. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238968,FRR-Foundationl Rsrch Robotics,Chen Feng,CAREER : Robust and Collaborative Perception and Navigation for Construction Robots,9/1/23,"The construction industry is responsible for maintaining aging civil infrastructure and build new facilities that can accommodate the social needs of the 21st century . This is in addition to the ongoing critical need to address long-standing problems in occupational safety , labor productivity , costs , and labor shortage . A promising technical solution is to introduce mobile robots on construction jobsites . It is possible to leverage recent discoveries in robotics and artificial intelligence ( AI ) to tackle those aforementioned challenges . However , unlike manufacturing automation or self-driving cars , construction robots face unique challenges due to the need to navigate dynamic environments . Such robots are also required to work closely with humans in a variaty of tasks and often handle heavy payloads . This award supports fundamental robotics research to allow better perception and navigation for construction jobsite monitoring robots . It will produce an intelligent mobile robot team equipped with cameras to autonomously monitor construction progress and operations to improve jobsite efficiency and safety . The results of this research will be widely applicable to scenarios beyond construction , ranging from connected and autonomous vehicles to service robotics in smart and accessible cities . The project will facilitate collaboration between robotics , artificial intelligence , and civil and mechanical engineering . Furthermore , it aims to broaden participation of underrepresented groups in engineering via educational games , multi-disciplinary robotics curriculum , and workforce training workshops. < br/ > < br/ > Mobile robotics in construction jobsites are often limited by perception challenges due to occlusion and limited field of view . In dynamic jobsites , limited perception leads to navigation and inefficient assistance . To improve the robustness , reliability , and scalability of the vision system in mobile robots , novel self-supervised and graph-based representation learning will be used to extract , organize , and reason about places and objects from high-dimensional sensory inputs . This research will advance the state of the art along three directions : ( 1 ) robust navigation from topological representations for monitoring in dynamic and ever-changing jobsites , ( 2 ) collaborative perception for providing safer operation monitoring and collision warnings on busy jobsites , and ( 3 ) integrated perception and navigation at both the algorithm , system , and dataset levels . The research will be validated in real construction jobsites through industry partners , and the resulting software , hardware design , and dataset will be open source to stimulate future research. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239688,Info Integration & Informatics,Donglai Wei,CAREER : Scaling up Brain Circuit Reconstruction with Human-centric Machine Learning,4/1/23,"The field of connectomics aims to reconstruct the connections between various parts of the brain from extremely high resolution microscopy images . Such a transformative approach can provide detailed renderings of the brain at the cellular level to reveal the organizing principle and the mechanism of neural connectivities . Furthermore , these new insights could accelerate the treatment development for neurodegenerative diseases and inspire novel AI algorithms . However , the connectomics image data of a mere one-millimeter cube brain region is on the petabyte scale , where existing computational pipelines produce too many errors for domain experts to correct in neuron reconstruction . What is missing is not just a better reconstruction method but a human-centric approach to automate the labor-intensive workflows before and after the reconstruction , e.g. , data annotation to train the model and error correction to refine the results . This project will build a scalable human-centric computational pipeline with novel algorithms to mimic human cognition to reduce human effort in the pipeline significantly . If successful , the developed workflows will be deployed to expedite the BRAIN Initiative ? s ambitious whole-mouse brain reconstruction project to revolutionize the understanding of the brain. < br/ > < br/ > This project will focus on accelerating the labor-intensive workflows of data annotation , proofreading , and transfer learning in the machine learning pipeline . Inspired by human cognitive abilities , this project will develop novel machine learning algorithms to exploit various data sources beyond the traditional densely annotated 3D neuron reconstruction . Concretely , this project has the following aims . ( 1 ) This project will distill the unlabeled data to learn to group images by appearance to assist domain experts in effectively discovering sub-volumes for annotation and propagating sparse labels to dense reconstruction . ( 2 ) This project will build automatic agents to learn from domain experts ? proofreading strategies to detect and correct the automatic reconstruction results . ( 3 ) This project will develop transfer learning methods to reuse labeled connectomics datasets and pre-trained models to assist biology labs in analyzing their microscopy images . These three research aims will be accompanied by comprehensive evaluations on collected benchmark datasets and accessible software resources for the biomedical image analysis community. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2313929,"S&AS - Smart & Autonomous Syst, GVF - Global Venture Fund",Jason O'Kane,S & AS : FND : COLLAB : Planning Coordinated Event Observation for Structured Narratives,10/1/22,"People easily recognize the dramatic moments that unfold in human events . Dramatic turns of events are key to recognizing and communicating effective reports or stories about events . Autonomous systems will work more effectively with humans in obtaining and conveying such narrative when they too can recognize what is dramatic ( or tragic , or comical ) about human events . The challenge is to effectively convey such concepts to a computer in such a way that humans and autonomous systems can effectively work together in this . This research studies how to direct a team of robots to obtain video footage to produce clips that trace a dramatic story arc . It is an examination of how such systems might achieve goals that people consider to be abstract or high-level . Within this project , the programs that command teams of robots must predict likely events , direct the robots to be in position for obtaining the desired footage , and re-plan based on observed events . This challenge encompasses a rich and previously unstudied class of problems for robot systems . It will constitute a unique demonstration of robots that are capable of achieving high-level goals as they process data in forms which combine both continuous and discrete views of the world in a new and unusual way . More broadly , the research will advance how computers can fuse and summarize video streams . Both skills are needed for automatically generating synopses and in editing videos . Obvious places where this is useful include helping secure the nation ( for surveillance ) , taming the deluge of online multimedia content ( for summarization ) , and advancing applications in the creative industries ( for editing ) . The research project will also use the ideas underlying these pieces in a new robotics course with students at three institutions going head-to-head in a series of competition-based class projects . This course ( taught , among other places , at a Hispanic-Serving Institution ) will contribute to the development of the STEM workforce of the future , helping increase American competitiveness. < br/ > < br/ > The project advances current knowledge by formulating new theory and developing novel algorithms for autonomous and robot systems , with a focus on those systems with minimal or no human operator intervention . The research contributes novel data representations for robots that will inhabit rich environments such as those characterized by uncertain , unanticipated , and dynamically changing circumstances . One of the foundational ideas of the project is a means to specify sophisticated mission objectives via a recursive structure using prior work in compiler theory for computer languages . The project involves a strong connection between this theoretical work and demonstrated systems. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2317080,HCC-Human-Centered Computing,Margaret Burnett,WORKSHOP : Doctoral Consortium at the ACM Computer-Human Interaction ( CHI 2023 ) Conference,4/1/23,"This is funding to support seven promising doctoral students from the United States as part of a total cohort of 20 graduate students , along with seven distinguished researchers from both academia and industry , to participate in a 1.5-day Doctoral Consortium at the 2023 ACM SIGCHI Conference on Human Factors in Computing Systems ( CHI 2023 ) . The Consortium will be organized in two versions : a virtual-only version to be held April 17-18 and an in-person-only version to be held on April 25-26 . The annual CHI conference , sponsored by the Association for Computing Machinery ? s Special Interest Group on Computer-Human Interaction ( ACM SIGCHI ) , has for years been the leading international forum for the presentation and discussion of research and practice related to human-computer interaction . CHI 2023 will take place April 23-28 in Hamburg , Germany , and the theme of this year 's conference is `` reCHInnecting '' . The doctoral consortium has taken place annually at the CHI conference since 1986 and has helped launch the careers of many outstanding HCI researchers . Following 2022 ? s lead , this year there will be both a virtual-only version ( for participants not at the in-person event ) and an in-person event ( for participants not at the virtual event ) . The CHI Doctoral Consortium is a research-focused workshop in which career guidance to a group of selected highly promising PhD students is provided by peers and distinguished senior researchers . The consortium has taken place annually at the CHI conference since 1986 , and has helped to launch the careers of many outstanding HCI researchers . The event is always held at the annual CHI conference . < br/ > < br/ > The 2023 Doctoral Consortium will continue to influence and improve the quality of Ph.D. research in the field of HCI by building a cohort group of new researchers and providing guidance from senior members of the field . Students selected to attend the CHI Doctoral Consortium will have a chance to discuss their dissertation research with a panel of distinguished researchers from academia and industry ; they will also have the opportunity to participate in the CHI 2023 conference and to interact with some of the best as well as emerging scholars in the CHI field . Participation in the conference will illustrate to attendees the diversity and interrelationship of HCI research . The CHI 2023 Doctoral Consortium will adopt the successful schedule implemented in CHI 2018 , 2019 and 2022 . To build a cohort of future scholars and provide high-quality feedback to students , the workshop has traditionally consisted of two days of student presentations followed by feedback from a panel of experts . During two special sessions , student participants will be present at their posters at certain times to discuss their work with interested attendees . The posters will also be available for viewing during the entire technical program . The work of these consortium participants is thus showcased to the entire CHI conference , and the students have an opportunity to receive feedback from a large audience . In addition , an extended abstract of each participant ? s dissertation research will be published in the CHI 2023 Extended Abstracts , which is distributed to all conference registrants and included in the ACM Digital Library , allowing the students participants ? work to be shared with a far larger audience than the CHI conference attendee < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2324465,Info Integration & Informatics,Katherine Isaacs,CAREER : Comprehensive Techniques and Design for Flexible Graph Visualization of Software and Systems,10/1/22,"Computationally-assisted drug discovery , predictions of hurricane trajectories , and simulations of new energy sources are all made possible by underlying software ( programs ) . To construct these programs , software developers must divide each problem into smaller operations and order those operations carefully to compute the correct answer . This ordering can be viewed as a network graph , where each operation points to its next possible operations in order . Furthermore , to make these programs run fast enough to be useful , developers , engineers , and researchers must find new ways to balance those operations with system resources such as storage , processing units , and memory . These resource constraints add more ordering requirements to the graph . Verifying this graph can help avoid bugs . Information inferred from this graph can be used to automatically decrease the time the program requires to run . Thus , people working in computing frequently examine these graphs to generate or validate new ideas about how to write their programs or use computational resources . For example , a programmer may discover a long sequence of operations performed one after another that could be parallelized , thus making the program faster . General approaches for drawing networks have not met the demand of graphs in the computing space , resulting in difficult to interpret , if not unusable , diagrams . The purpose of this project is to develop new graph visualization approaches to better support developers , engineers , and researchers in their work and learners in their understanding of computing and their integration of tools such as graph visualization into their skill sets. < br/ > < br/ > Graphs arising from computing contexts frequently take the form of directed acyclic or near-acyclic graphs ( DAG-like graphs ) . The aim of this project is to develop layout algorithms and design guidelines specifically for this class of computing graphs . Research tasks include surveying graphs generated across computing disciplines to derive a characterization of their structure , their domain-specific sub-structures , and their common drawing conventions . The characterization will guide the development of constraints and objectives for layout of node-link diagrams as well as design guidelines for interactivity and visual encoding in support of domain-specific tasks . The results will be implemented in an open-source library and evaluated for both expressivity of computing structures and computational performance. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2310334,Robust Intelligence,Eduardo Blanco,CAREER : Understanding Negation in Positive Terms,10/1/22,"The expression of negation is an important feature of all human languages . However despite the pervasiveness of negation , current intelligent systems have great difficulty comprehending its effects , whereas people rarely do . One of the most important of these is the fact negation generally conveys some positive meaning . For example , a natural interpretation of `` John never leaves the house in the morning without a coffee in his hand '' suggests that John does leave the house in the morning and that he always does so with a coffee in his hand . This project builds novel resources and algorithms to enable intelligent systems to understand the numerous positive interpretations hidden in sentences containing negation . These resources and algorithms have the potential to empower dialogue systems to carry on more natural conversations , improve machine translation , and benefit virtually any end-user application requiring text understanding . Beyond fundamental research , this project will support a diverse cohort of PhD and undergraduate students as well as an interdisciplinary seminar at University of North Texas , international research stays for PhD students , workshops , and industry outreach activities. < br/ > < br/ > The technical aims of this CAREER project are divided into three thrusts . The first thrust creates a comprehensive corpus of negations and their positive interpretations , including all negations types in several domains and genres . To this end , the research team explores strategies to account for degrees of granularity , to minimize the annotation effort and to score and rewrite potential positive interpretations . The second thrust is to develop computational algorithms to automatically generate positive interpretations from negation , and to learn representations of context and discourse , and then leverage them to identify the foci of negation and rewrite them with positive counterparts . The third thrust consists of extrinsic evaluation , by incorporating negation into the tasks of recognizing entailments and inferring spatial timelines. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2230466,HCC-Human-Centered Computing,Katharina Reinecke,Collaborative Research : IIS Core : Small : World Values of Conversational AI and the Consequences for Human-AI Interaction,4/1/23,"People increasingly converse with Artificial Intelligence ( AI ) -powered systems in their everyday lives , such as smart assistants on mobile phones or home speakers . However , those interactions could have unintended and potentially negative effects on people if the AI system expresses cultural values or beliefs they disagree with . Indeed , when humans interact with each other , cultural differences can lead to ? culture clash , ? which may trigger misunderstandings , mistrust , rejection , or declines in well-being . Thus , understanding to what extent culture clash may happen in human-AI interaction , and how people react to AI systems that express varied values , is an important question in making AI-based conversational systems that are acceptable , useful , and inclusive of people from different backgrounds . < br/ > < br/ > This project aims to investigate the ways values and beliefs embodied within conversational AI systems vary and whether diverging values between humans and AI can have effects similar to culture clash between humans . The team of researchers will develop : ( 1 ) methods for measuring cultural values in a variety of language models that form the basis for conversational AI systems ; ( 2 ) insights into how prominent language models compare to human values across the world and across groups in the United States ; and ( 3 ) empirical knowledge of the effects of mismatching values between humans and conversational AIs on a person 's own values , trust , and subjective well-being , and the implications of these for larger society . The team will also release datasets for other researchers and deploy an online platform to allow the public to explore the values expressed by conversational AI systems , share their own experiences with culture clash in AI-based systems , and think about potential culture clashes and their consequences. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2230467,HCC-Human-Centered Computing,Maarten Sap,Collaborative Research : IIS Core : Small : World Values of Conversational AI and the Consequences for Human-AI Interaction,4/1/23,"People increasingly converse with Artificial Intelligence ( AI ) -powered systems in their everyday lives , such as smart assistants on mobile phones or home speakers . However , those interactions could have unintended and potentially negative effects on people if the AI system expresses cultural values or beliefs they disagree with . Indeed , when humans interact with each other , cultural differences can lead to ? culture clash , ? which may trigger misunderstandings , mistrust , rejection , or declines in well-being . Thus , understanding to what extent culture clash may happen in human-AI interaction , and how people react to AI systems that express varied values , is an important question in making AI-based conversational systems that are acceptable , useful , and inclusive of people from different backgrounds . < br/ > < br/ > This project aims to investigate the ways values and beliefs embodied within conversational AI systems vary and whether diverging values between humans and AI can have effects similar to culture clash between humans . The team of researchers will develop : ( 1 ) methods for measuring cultural values in a variety of language models that form the basis for conversational AI systems ; ( 2 ) insights into how prominent language models compare to human values across the world and across groups in the United States ; and ( 3 ) empirical knowledge of the effects of mismatching values between humans and conversational AIs on a person 's own values , trust , and subjective well-being , and the implications of these for larger society . The team will also release datasets for other researchers and deploy an online platform to allow the public to explore the values expressed by conversational AI systems , share their own experiences with culture clash in AI-based systems , and think about potential culture clashes and their consequences. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2232121,Info Integration & Informatics,Carleton Kingsford,"III : Small : Expressiveness of Genome Graphs : Construction , Comparison , and Heterogeneity",4/1/23,"Differences ( also known as variants ) in a person 's genome help to determine specific characteristics such as their susceptibility to disease , their response to drugs , and other significant aspects of their biology . Similarly , differences in the genomes of bacteria and viruses help to determine their specific characteristics such as , for example , whether they are harmful to humans or animals . These genetic differences are important to understand and to take into account when studying the biology of an organism because they play such an important role in how even individual cells in the organism function . Advances in genome sequencing technology have generated huge catalogs of such differences in many organisms , including humans . These rich repositories of genomic information can not be fully integrated and analyzed due to a lack of effective computational methods , and existing methods suffer from computational inefficiencies and lapses of accuracy when drawing conclusions from collections of genomic differences . This project will develop new computational methods to increase accuracy and decrease computational resource requirements for storing , comparing , and evaluating catalogs of genomic differences . It will result in new scientific software that will better organize catalogs of differences to make computational analyses more tractable . It will also result in software that more accurately measures the diversity of a population of individuals and software that supports making better comparisons between populations . The project will validate these methods by subtyping cancer tumors , assessing the diversity of cells in various types of tumors , and by comparing populations of bacteria found in different environments . The project will result in faster , more accurate software for the analysis of many genomic differences that will advance our understanding of how genomic variants affect human health and biological processes . To better explain the innovations developed during this project and the importance of studying genomic differences , the project will also produce a series of educational videos that will help other people understand the main ideas behind the techniques developed in this project. < br/ > < br/ > Genome graphs have emerged as an important data structure in the analysis of collections of genomic variants . These are graphs in which nodes ( or edges ) are labeled with genomic sequences ( strings ) and paths in the graph represent substrings that are present in the population that the graph represents . They can be used as representations of a ? reference ? genome for a population of organisms . Genome graphs have been used to reduce bias in the reference genome , form more inclusive reference genomes , and to reduce space and time requirements to perform genomic sequence analyses . For this reason , many tools are being adapted to use genome graphs as references in lieu of traditional linear ( single sequence ) references . While genome graphs have consistently proved useful in these areas , the algorithms for a number of problems associated with them suffer from poor computational scaling and lack of formalization . The project will develop and validate algorithms for several central genome graph problems , specifically to ( goal 1 ) construct genome graphs , to ( goal 2 ) compare genome graphs , and to ( goal 3 ) assess the complexity of genome graphs . The framework that the project will use to solve these problems is innovative in that it involves exploiting the under-explored connection between graph flow decompositions and genome graphs . This approach reveals natural relationships between genome graphs and the population of strings they represent . This global view of the expressive power of a genome graph is central to the formulations that the project will explore . The problems that the project will tackle bridge graph theory and genomics , leading to greater interactions and connections between those fields . Our algorithms will allow genome graphs to more accurately reflect desired populations , will allow information from multiple genomes to be better integrated , and will advance the informatics tools needed to exploit large collections of genomic variants . The project will apply and evaluate these algorithms to ( 1 ) improve sequence alignment for mapping populations of genomes , ( 2 ) improve clustering of cancer tumor sequences and metagenomic samples , and ( 3 ) better model the progression of heterogeneity in metastatic cancer samples . The developed algorithms will be implemented in an open-source library to encourage their use in other systems . Finally , the project will create open-source , free instructional videos to introduce concepts such as pan-genomics , genome graphs , and the developed algorithms to a wider audience. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
